facility_id,facility_name,address,state,zip_code,telephone_number,hcahps_measure_id,hcahps_question,hcahps_answer_description,patient_survey_star_rating,patient_survey_star_rating_footnote,hcahps_answer_percent,hcahps_answer_percent_footnote,hcahps_linear_mean_value,number_of_completed_surveys,number_of_completed_surveys_footnote,survey_response_rate_percent,survey_response_rate_percent_footnote,start_date,end_date,dashboard_category,is_relevant_measure,patient_survey_star_rating_numeric,hcahps_answer_percent_numeric,hcahps_linear_mean_value_numeric,number_of_completed_surveys_numeric,survey_response_rate_percent_numeric
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_DOCTOR_RESPECT_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Applicable,,4,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Doctor Communication,True,,4.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_DOCTOR_RESPECT_U_P,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect","Doctors ""usually""  treated them with courtesy and  respect",Not Applicable,,12,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Doctor Communication,True,,12.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",Not Applicable,,60,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,60.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_5_LINEAR_SCORE,Communication about medicines - linear mean score,Communication about medicines - linear mean score,Not Applicable,,Not Applicable,,74,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,,74.0,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",Not Applicable,,24,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,24.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,2,,Not Applicable,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,2.0,,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",Not Applicable,,16,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,16.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_MED_FOR_A_P,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for","Staff ""always"" explained new medications",Not Applicable,,74,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,74.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_MED_FOR_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for","Staff ""sometimes"" or ""never"" explained new medications",Not Applicable,,12,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,12.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_MED_FOR_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.","Staff ""usually"" explained new medications",Not Applicable,,14,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,14.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_SIDE_EFFECTS_A_P,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects","Staff ""always"" explained possible side effects",Not Applicable,,46,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,46.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_SIDE_EFFECTS_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects","Staff ""sometimes"" or ""never"" explained possible side effects",Not Applicable,,36,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,36.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_SIDE_EFFECTS_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects","Staff ""usually"" explained possible side effects",Not Applicable,,18,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Medicine Communication,True,,18.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",Not Applicable,,77,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,77.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_1_LINEAR_SCORE,Nurse communication - linear mean score,Nurse communication - linear mean score,Not Applicable,,Not Applicable,,90,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,,90.0,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",Not Applicable,,7,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,7.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,3,,Not Applicable,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,3.0,,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",Not Applicable,,16,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,16.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_EXPLAIN_A_P,"Patients who reported that their nurses ""Always"" explained things in a way they could understand","Nurses ""always"" explained things so they could understand",Not Applicable,,72,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,72.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_EXPLAIN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand","Nurses ""sometimes"" or ""never"" explained things so they could understand",Not Applicable,,8,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,8.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_EXPLAIN_U_P,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand","Nurses ""usually"" explained things so they could understand",Not Applicable,,20,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,20.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_LISTEN_A_P,"Patients who reported that their nurses ""Always"" listened carefully to them","Nurses ""always"" listened carefully",Not Applicable,,74,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,74.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_LISTEN_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" listened carefully to them","Nurses ""sometimes"" or ""never"" listened carefully",Not Applicable,,7,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,7.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_LISTEN_U_P,"Patients who reported that their nurses ""Usually"" listened carefully to them","Nurses ""usually"" listened carefully",Not Applicable,,19,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,19.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_RESPECT_A_P,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect","Nurses ""always"" treated them with courtesy and  respect",Not Applicable,,84,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,84.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_RESPECT_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never""  treated them with courtesy and respect","Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Applicable,,4,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,4.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_NURSE_RESPECT_U_P,"Patients who reported that their nurses ""Usually""  treated them with courtesy and respect","Nurses ""usually""  treated them with courtesy and  respect",Not Applicable,,12,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Nurse Communication,True,,12.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",Not Applicable,,10,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Overall Rating,True,,10.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",Not Applicable,,19,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Overall Rating,True,,19.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,71,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Overall Rating,True,,71.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_HSP_RATING_LINEAR_SCORE,Overall hospital rating - linear mean score,Overall hospital rating - linear mean score,Not Applicable,,Not Applicable,,88,1090,,17,,07/01/2024,06/30/2025,Overall Rating,True,,,88.0,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Overall Rating,True,3.0,,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Not Applicable,,5,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Recommendation,True,,5.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,74,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Recommendation,True,,74.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_RECMND_LINEAR_SCORE,Recommend hospital - linear mean score,Recommend hospital - linear mean score,Not Applicable,,Not Applicable,,89,1090,,17,,07/01/2024,06/30/2025,Recommendation,True,,,89.0,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",Not Applicable,,21,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Recommendation,True,,21.0,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4,,Not Applicable,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Recommendation,True,4.0,,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,3,,Not Applicable,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Summary Rating,True,3.0,,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3,,Not Applicable,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Summary Rating,True,3.0,,,1090.0,17.0
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,FL,33176,(786) 596-1960,H_STAR_RATING,Summary star rating,Summary star rating,3,,Not Applicable,,Not Applicable,1090,,17,,07/01/2024,06/30/2025,Summary Rating,True,3.0,,,1090.0,17.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_6_LINEAR_SCORE,Discharge information - linear mean score,Discharge information - linear mean score,Not Applicable,,Not Applicable,,86,593,,23,,07/01/2024,06/30/2025,Discharge Information,True,,,86.0,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",Not Applicable,,14,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Discharge Information,True,,14.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Discharge Information,True,3.0,,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,86,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Discharge Information,True,,86.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DISCH_HELP_N_P,"Patients who reported that NO, they did not discuss whether they would need help after discharge","No, staff ""did not"" give patients information about help after discharge",Not Applicable,,14,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Discharge Information,True,,14.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DISCH_HELP_Y_P,"Patients who reported that YES, they did discuss whether they would need help after discharge","Yes, staff ""did"" give patients information about help after discharge",Not Applicable,,86,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Discharge Information,True,,86.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_SYMPTOMS_N_P,"Patients who reported that NO, they did not receive written information about possible symptoms to look out for after discharge","No, staff ""did not"" give patients information about possible symptoms",Not Applicable,,14,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Discharge Information,True,,14.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_SYMPTOMS_Y_P,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge","Yes, staff ""did"" give patients information about possible symptoms",Not Applicable,,86,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Discharge Information,True,,86.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",Not Applicable,,79,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,79.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_2_LINEAR_SCORE,Doctor communication - linear mean score,Doctor communication - linear mean score,Not Applicable,,Not Applicable,,92,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,,92.0,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",Not Applicable,,4,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,4.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,4.0,,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",Not Applicable,,17,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,17.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_EXPLAIN_A_P,"Patients who reported that their doctors ""Always"" explained things in a way they could understand","Doctors ""always"" explained things so they could understand",Not Applicable,,74,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,74.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_EXPLAIN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" explained things in a way they could understand","Doctors ""sometimes"" or ""never"" explained things so they could understand",Not Applicable,,6,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,6.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_EXPLAIN_U_P,"Patients who reported that their doctors ""Usually"" explained things in a way they could understand","Doctors ""usually"" explained things so they could understand",Not Applicable,,20,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,20.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_LISTEN_A_P,"Patients who reported that their doctors ""Always"" listened carefully to them","Doctors ""always"" listened carefully",Not Applicable,,78,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,78.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_LISTEN_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" listened carefully to them","Doctors ""sometimes"" or ""never"" listened carefully",Not Applicable,,5,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,5.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_LISTEN_U_P,"Patients who reported that their doctors ""Usually"" listened carefully to them","Doctors ""usually"" listened carefully",Not Applicable,,17,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,17.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_RESPECT_A_P,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect","Doctors ""always"" treated them with courtesy and  respect",Not Applicable,,86,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,86.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_RESPECT_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Not Applicable,,3,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,3.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_DOCTOR_RESPECT_U_P,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect","Doctors ""usually""  treated them with courtesy and  respect",Not Applicable,,11,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Doctor Communication,True,,11.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",Not Applicable,,64,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,64.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_5_LINEAR_SCORE,Communication about medicines - linear mean score,Communication about medicines - linear mean score,Not Applicable,,Not Applicable,,79,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,,79.0,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",Not Applicable,,19,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,19.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,3,,Not Applicable,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,3.0,,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",Not Applicable,,17,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,17.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_MED_FOR_A_P,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for","Staff ""always"" explained new medications",Not Applicable,,79,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,79.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_MED_FOR_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for","Staff ""sometimes"" or ""never"" explained new medications",Not Applicable,,8,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,8.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_MED_FOR_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.","Staff ""usually"" explained new medications",Not Applicable,,13,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,13.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_SIDE_EFFECTS_A_P,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects","Staff ""always"" explained possible side effects",Not Applicable,,49,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,49.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_SIDE_EFFECTS_SN_P,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects","Staff ""sometimes"" or ""never"" explained possible side effects",Not Applicable,,31,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,31.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_SIDE_EFFECTS_U_P,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects","Staff ""usually"" explained possible side effects",Not Applicable,,20,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Medicine Communication,True,,20.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",Not Applicable,,81,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Nurse Communication,True,,81.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_1_LINEAR_SCORE,Nurse communication - linear mean score,Nurse communication - linear mean score,Not Applicable,,Not Applicable,,92,593,,23,,07/01/2024,06/30/2025,Nurse Communication,True,,,92.0,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",Not Applicable,,3,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Nurse Communication,True,,3.0,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Nurse Communication,True,4.0,,,593.0,23.0
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,(904) 247-2900,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",Not Applicable,,16,,Not Applicable,593,,23,,07/01/2024,06/30/2025,Nurse Communication,True,,16.0,,593.0,23.0
